timestamp,day_of_week,month,hour,is_weekend,quarter,category,base_price,cost_price,stock_level,product_age_days,competitor_price,demand_index,promo_active,discount_pct,customer_rating,reviews_count,holiday_season,selling_price,units_sold,revenue,margin_ratio,price_tier,high_demand
2022-01-02 06:00:00,6,1,6,1,1,Food,420.92,172.52,489,82,422.04,0.5221495573932438,0,0.0,3.0,3953,1,437.32,21,9183.72,0.6055,High,0
2022-01-02 07:00:00,6,1,7,1,1,Home,330.84,161.73,139,118,325.11,1.4908448779784953,0,0.0,4.2,977,1,315.54,30,9466.2,0.4875,High,1
2022-01-02 08:00:00,6,1,8,1,1,Home,121.93,80.63,322,50,137.07,0.8486719107617258,0,0.0,2.9,697,1,126.15,24,3027.6,0.3608,Medium,0
2022-01-02 09:00:00,6,1,9,1,1,Electronics,144.27,58.5,142,669,142.9,1.3501043825465062,0,0.0,4.6,484,1,140.8,29,4083.2,0.5845,High,1
2022-01-02 10:00:00,6,1,10,1,1,Food,164.27,92.58,239,74,153.3,0.7261181819142317,1,39.6,4.2,226,1,103.74,32,3319.68,0.1076,Low,1
2022-01-02 11:00:00,6,1,11,1,1,Sports,67.23,41.57,265,695,74.14,1.976019852683697,1,34.1,3.8,3245,1,42.43,41,1739.63,0.0203,Low,1
2022-01-02 12:00:00,6,1,12,1,1,Food,143.85,84.38,341,106,165.37,1.9553887798479996,0,0.0,4.6,4370,1,148.72,22,3271.84,0.4326,Medium,0
2022-01-02 13:00:00,6,1,13,1,1,Sports,112.66,70.77,60,701,117.67,1.4839750275354588,0,0.0,3.1,776,1,113.04,26,2939.04,0.3739,Medium,0
2022-01-02 14:00:00,6,1,14,1,1,Electronics,233.11,143.99,22,599,215.66,1.5608039327330911,0,0.0,4.3,1984,1,225.98,29,6553.42,0.3628,Medium,1
2022-01-02 15:00:00,6,1,15,1,1,Clothing,455.13,276.54,10,326,419.47,1.1388183369374771,0,0.0,2.0,4741,1,452.0,28,12656.0,0.3882,Medium,1
2022-01-02 16:00:00,6,1,16,1,1,Home,61.2,39.56,15,684,53.08,1.9432690181272534,1,31.0,1.3,3665,1,41.4,35,1449.0,0.0444,Low,1
2022-01-02 17:00:00,6,1,17,1,1,Electronics,362.93,215.47,48,356,316.91,1.1356094305568014,0,0.0,3.7,3579,1,353.43,23,8128.89,0.3903,Medium,0
2022-01-02 18:00:00,6,1,18,1,1,Home,346.77,180.57,365,468,389.94,0.8592019961120904,0,0.0,2.2,1188,1,350.99,21,7370.79,0.4855,High,0
2022-01-02 19:00:00,6,1,19,1,1,Clothing,56.92,30.83,335,656,50.03,0.673067914405856,1,36.3,3.5,3322,1,36.89,28,1032.92,0.1643,Low,1
2022-01-02 20:00:00,6,1,20,1,1,Clothing,462.06,284.17,397,284,459.89,0.8121879504715783,0,0.0,1.3,2124,1,443.88,24,10653.12,0.3598,Medium,0
2022-01-02 21:00:00,6,1,21,1,1,Electronics,288.55,191.28,389,185,305.7,1.3583202558930831,0,0.0,4.8,3626,1,295.05,26,7671.3,0.3517,Medium,0
2022-01-02 22:00:00,6,1,22,1,1,Clothing,188.23,90.66,169,154,208.01,0.8676375769089486,0,0.0,3.1,3678,1,187.91,22,4134.02,0.5175,High,0
2022-01-02 23:00:00,6,1,23,1,1,Sports,380.7,191.35,400,118,343.16,1.4813741426713172,0,0.0,1.0,3105,1,381.85,25,9546.25,0.4989,High,0
2022-01-03 00:00:00,0,1,0,0,1,Clothing,136.11,92.45,118,267,133.57,1.07327677982757,1,32.9,2.9,3435,1,93.56,34,3181.04,0.0119,Low,1
2022-01-03 01:00:00,0,1,1,0,1,Home,349.82,200.64,478,385,323.74,1.8303093581258665,0,0.0,4.2,2413,1,347.43,24,8338.32,0.4225,Medium,0
2022-01-03 02:00:00,0,1,2,0,1,Home,29.46,13.37,41,255,27.3,1.3377171011983662,1,15.8,4.5,1594,1,25.04,33,826.32,0.4661,High,1
2022-01-03 03:00:00,0,1,3,0,1,Home,421.31,252.41,9,241,396.52,1.433906079651914,1,35.7,2.8,1277,1,271.26,27,7324.02,0.0695,Low,1
2022-01-03 04:00:00,0,1,4,0,1,Home,229.6,160.08,429,171,235.6,1.3348397044890157,1,6.9,1.5,2795,1,205.61,29,5962.69,0.2214,Medium,1
2022-01-03 05:00:00,0,1,5,0,1,Sports,321.98,208.33,467,617,275.28,1.8283531612865362,0,0.0,4.6,1234,1,319.65,26,8310.9,0.3483,Medium,0
2022-01-03 06:00:00,0,1,6,0,1,Food,118.41,73.85,48,548,115.17,0.595129351893787,0,0.0,4.9,3255,1,122.39,17,2080.63,0.3966,Medium,0
2022-01-03 07:00:00,0,1,7,0,1,Electronics,341.77,158.04,264,578,309.66,0.6010230606361178,0,0.0,1.3,4150,1,325.71,18,5862.78,0.5148,High,0
2022-01-03 08:00:00,0,1,8,0,1,Home,388.4,257.45,206,185,442.83,1.5526103673871225,1,31.9,1.3,2127,1,252.16,38,9582.08,-0.021,Low,1
2022-01-03 09:00:00,0,1,9,0,1,Clothing,241.87,134.9,166,702,247.87,1.6519458530722675,1,12.4,3.3,4301,1,220.97,31,6850.07,0.3895,Medium,1
2022-01-03 10:00:00,0,1,10,0,1,Home,312.69,208.5,1,667,347.22,1.1503841274229518,0,0.0,3.1,1321,1,322.7,15,4840.5,0.3539,Medium,0
2022-01-03 11:00:00,0,1,11,0,1,Clothing,233.6,116.55,67,410,212.27,1.028457812081395,0,0.0,3.4,2755,1,222.0,23,5106.0,0.475,High,0
2022-01-03 12:00:00,0,1,12,0,1,Clothing,448.1,187.58,307,653,489.78,0.9169175993081198,1,16.8,2.3,151,1,389.02,31,12059.62,0.5178,High,1
2022-01-03 13:00:00,0,1,13,0,1,Home,253.96,137.85,471,588,247.47,0.8515923287503215,0,0.0,1.2,3113,1,248.82,23,5722.86,0.446,Medium,0
2022-01-03 14:00:00,0,1,14,0,1,Sports,422.49,203.2,209,146,381.64,1.8679378845179078,1,35.3,3.3,1617,1,272.0,30,8160.0,0.2529,Medium,1
2022-01-03 15:00:00,0,1,15,0,1,Clothing,402.66,247.46,138,38,434.22,0.9427093195417586,0,0.0,1.6,3416,1,392.0,15,5880.0,0.3687,Medium,0
2022-01-03 16:00:00,0,1,16,0,1,Clothing,211.15,145.09,36,490,227.75,1.472118193716795,1,20.4,2.4,1119,1,162.64,30,4879.2,0.1079,Low,1
2022-01-03 17:00:00,0,1,17,0,1,Home,122.74,74.54,217,262,141.0,1.680642170575433,0,0.0,3.3,4581,1,118.11,26,3070.86,0.3689,Medium,0
2022-01-03 18:00:00,0,1,18,0,1,Clothing,208.98,139.2,455,126,226.59,0.5329498676713713,0,0.0,1.8,4332,1,213.09,16,3409.44,0.3468,Medium,0
2022-01-03 19:00:00,0,1,19,0,1,Clothing,414.85,222.32,277,604,370.7,0.5508112248247798,0,0.0,3.2,1384,1,394.69,19,7499.11,0.4367,Medium,0
2022-01-03 20:00:00,0,1,20,0,1,Home,121.54,76.75,179,345,115.07,0.999706106956054,1,7.6,3.9,2936,1,111.06,24,2665.44,0.3089,Medium,0
2022-01-03 21:00:00,0,1,21,0,1,Home,266.97,174.31,4,261,263.1,1.5440236164705547,0,0.0,1.3,1665,1,265.75,33,8769.75,0.3441,Medium,1
2022-01-03 22:00:00,0,1,22,0,1,Electronics,404.99,248.37,129,443,359.63,0.8911979528935245,0,0.0,3.5,3201,1,396.6,23,9121.8,0.3738,Medium,0
2022-01-03 23:00:00,0,1,23,0,1,Sports,183.2,101.19,132,108,199.03,0.5022249356483754,0,0.0,3.0,2357,1,178.62,18,3215.16,0.4335,Medium,0
2022-01-04 00:00:00,1,1,0,0,1,Sports,324.68,190.83,98,557,327.28,0.9322218499158754,1,29.0,1.4,2572,1,233.16,27,6295.32,0.1815,Low,1
2022-01-04 01:00:00,1,1,1,0,1,Clothing,130.36,79.54,159,437,147.74,0.6351962249652692,0,0.0,3.8,9,1,134.64,22,2962.08,0.4092,Medium,0
2022-01-04 02:00:00,1,1,2,0,1,Sports,63.55,30.25,235,514,65.25,0.8291199586884848,0,0.0,2.2,3569,1,63.59,19,1208.21,0.5243,High,0
2022-01-04 03:00:00,1,1,3,0,1,Clothing,399.25,256.67,146,713,401.99,0.9997850010489464,0,0.0,1.7,3484,1,407.71,23,9377.33,0.3705,Medium,0
2022-01-04 04:00:00,1,1,4,0,1,Electronics,58.49,40.07,358,90,50.97,0.6920860326031277,0,0.0,2.1,4877,1,59.84,23,1376.32,0.3304,Medium,0
2022-01-04 05:00:00,1,1,5,0,1,Home,142.98,77.15,114,215,127.94,1.55954709117149,0,0.0,3.2,4772,1,148.8,27,4017.6,0.4815,High,1
2022-01-04 06:00:00,1,1,6,0,1,Home,429.0,261.83,3,627,473.98,0.8838803480092825,0,0.0,3.3,4702,1,439.02,24,10536.48,0.4036,Medium,0
2022-01-04 07:00:00,1,1,7,0,1,Home,179.77,111.66,86,319,206.23,1.4916421989574435,1,33.7,1.7,3995,1,116.46,32,3726.72,0.0412,Low,1
2022-01-04 08:00:00,1,1,8,0,1,Sports,486.79,291.43,45,604,474.4,1.398549279231754,0,0.0,4.7,614,1,471.69,18,8490.42,0.3822,Medium,0
2022-01-04 09:00:00,1,1,9,0,1,Electronics,490.07,276.47,82,698,535.66,1.847068231540604,0,0.0,2.3,1818,1,510.07,19,9691.33,0.458,High,0
2022-01-04 10:00:00,1,1,10,0,1,Sports,141.46,94.0,153,670,146.87,0.6318997585170039,0,0.0,2.1,3262,1,145.23,23,3340.29,0.3528,Medium,0
2022-01-04 11:00:00,1,1,11,0,1,Sports,30.08,16.08,305,57,34.22,0.8219121670454972,0,0.0,1.7,0,1,30.46,23,700.58,0.4721,High,0
2022-01-04 12:00:00,1,1,12,0,1,Electronics,355.48,148.71,281,559,327.55,1.797767643565964,0,0.0,1.5,628,1,371.41,25,9285.25,0.5996,High,0
2022-01-04 13:00:00,1,1,13,0,1,Electronics,230.98,150.91,326,402,234.09,1.7331971845785397,1,30.1,4.9,4326,1,164.25,29,4763.25,0.0812,Low,1
2022-01-04 14:00:00,1,1,14,0,1,Electronics,59.37,35.75,287,222,57.75,0.788158335773076,0,0.0,3.7,514,1,60.17,20,1203.4,0.4059,Medium,0
2022-01-04 15:00:00,1,1,15,0,1,Electronics,356.69,233.55,110,475,361.15,0.6616040179191862,0,0.0,4.1,2749,1,369.85,24,8876.4,0.3685,Medium,0
2022-01-04 16:00:00,1,1,16,0,1,Home,25.28,11.16,116,108,23.53,1.7843621969302907,0,0.0,2.6,3097,1,26.01,26,676.26,0.5709,High,0
2022-01-04 17:00:00,1,1,17,0,1,Food,436.4,178.59,96,180,436.1,0.7672070852370572,0,0.0,2.7,764,1,427.51,20,8550.2,0.5823,High,0
2022-01-04 18:00:00,1,1,18,0,1,Food,77.94,53.02,427,177,80.86,1.8066645591061927,1,9.6,4.9,4599,1,70.45,33,2324.85,0.2474,Medium,1
2022-01-04 19:00:00,1,1,19,0,1,Electronics,72.38,32.16,281,487,63.29,1.9416720490666108,0,0.0,1.8,1633,1,73.52,28,2058.56,0.5626,High,1
2022-01-04 20:00:00,1,1,20,0,1,Food,96.08,61.77,188,414,103.08,0.8312099578635056,0,0.0,2.3,661,1,93.54,21,1964.34,0.3396,Medium,0
2022-01-04 21:00:00,1,1,21,0,1,Food,480.53,310.89,87,692,510.3,1.7605813998814326,0,0.0,1.8,3868,1,487.22,27,13154.94,0.3619,Medium,1
2022-01-04 22:00:00,1,1,22,0,1,Electronics,349.65,214.2,306,37,389.56,1.1357466349733945,1,18.3,2.1,283,1,292.45,32,9358.4,0.2676,Medium,1
2022-01-04 23:00:00,1,1,23,0,1,Food,402.67,176.92,442,575,393.71,1.6831676371302438,0,0.0,3.7,4081,1,393.2,27,10616.4,0.5501,High,1
2022-01-05 00:00:00,2,1,0,0,1,Sports,204.84,122.95,86,268,177.9,1.1110933114682648,1,14.6,2.2,1588,1,170.91,29,4956.39,0.2806,Medium,1
2022-01-05 01:00:00,2,1,1,0,1,Clothing,174.79,116.54,421,388,172.77,0.6055933981005754,0,0.0,4.5,1467,1,183.41,22,4035.02,0.3646,Medium,0
2022-01-05 02:00:00,2,1,2,0,1,Clothing,124.9,65.9,25,354,111.32,1.5690429089204965,0,0.0,1.2,706,1,123.22,29,3573.38,0.4652,High,1
2022-01-05 03:00:00,2,1,3,0,1,Electronics,245.52,128.67,379,270,256.38,0.7260329598553685,0,0.0,2.4,2295,1,233.94,25,5848.5,0.45,Medium,0
2022-01-05 04:00:00,2,1,4,0,1,Home,280.4,149.41,428,269,242.3,1.8905376339750486,0,0.0,4.4,342,1,271.15,28,7592.2,0.449,Medium,1
2022-01-05 05:00:00,2,1,5,0,1,Electronics,319.57,135.72,30,442,307.49,1.126619424531052,0,0.0,3.5,1752,1,327.69,26,8519.94,0.5858,High,0
2022-01-05 06:00:00,2,1,6,0,1,Home,135.99,90.79,125,305,118.97,0.6230002218643693,0,0.0,4.1,2809,1,138.35,23,3182.05,0.3438,Medium,0
2022-01-05 07:00:00,2,1,7,0,1,Clothing,474.84,313.75,197,246,404.09,0.8427200221609916,0,0.0,2.3,3565,1,490.74,21,10305.54,0.3607,Medium,0
2022-01-05 08:00:00,2,1,8,0,1,Electronics,93.18,65.17,300,178,106.05,1.7937764262015419,0,0.0,2.5,2517,1,94.65,26,2460.9,0.3115,Medium,0
2022-01-05 09:00:00,2,1,9,0,1,Sports,483.17,278.09,30,67,555.08,0.9816282044362298,1,6.7,4.6,3620,1,455.65,24,10935.6,0.3897,Medium,0
2022-01-05 10:00:00,2,1,10,0,1,Food,17.28,10.81,366,277,17.57,1.7844919924695342,1,27.0,4.0,2222,1,12.89,29,373.81,0.1614,Low,1
2022-01-05 11:00:00,2,1,11,0,1,Home,245.75,113.24,316,208,226.5,0.7584301075882234,0,0.0,2.5,3724,1,255.61,24,6134.64,0.557,High,0
2022-01-05 12:00:00,2,1,12,0,1,Food,173.35,104.05,431,307,194.73,1.2023271853659419,0,0.0,1.9,938,1,177.18,29,5138.22,0.4127,Medium,1
2022-01-05 13:00:00,2,1,13,0,1,Food,230.07,136.87,231,550,259.27,1.8173892376799243,0,0.0,1.4,4565,1,221.03,28,6188.84,0.3808,Medium,1
2022-01-05 14:00:00,2,1,14,0,1,Electronics,289.63,194.16,44,631,320.43,0.5726072484848848,0,0.0,4.4,875,1,298.2,21,6262.2,0.3489,Medium,0
2022-01-05 15:00:00,2,1,15,0,1,Food,223.44,145.07,492,538,226.41,0.9564157741694307,0,0.0,3.8,1366,1,234.23,23,5387.29,0.3807,Medium,0
2022-01-05 16:00:00,2,1,16,0,1,Sports,213.27,145.35,315,518,186.06,1.8647773841581787,0,0.0,3.4,2593,1,202.67,28,5674.76,0.2828,Medium,1
2022-01-05 17:00:00,2,1,17,0,1,Food,369.03,243.8,188,274,323.47,1.3947894915620647,0,0.0,4.1,3015,1,368.73,21,7743.33,0.3388,Medium,0
2022-01-05 18:00:00,2,1,18,0,1,Electronics,346.08,228.62,51,233,387.26,1.574348196533202,0,0.0,4.7,445,1,330.03,29,9570.87,0.3073,Medium,1
2022-01-05 19:00:00,2,1,19,0,1,Sports,418.3,175.32,51,114,465.46,1.763192657888611,0,0.0,4.0,968,1,437.34,28,12245.52,0.5991,High,1
2022-01-05 20:00:00,2,1,20,0,1,Clothing,132.48,86.61,331,134,129.87,1.285394639403675,0,0.0,2.7,1048,1,138.55,19,2632.45,0.3749,Medium,0
2022-01-05 21:00:00,2,1,21,0,1,Food,308.67,179.72,498,425,292.76,1.7680488515324,0,0.0,1.7,3376,1,312.68,28,8755.04,0.4252,Medium,1
2022-01-05 22:00:00,2,1,22,0,1,Electronics,296.75,152.57,464,690,309.58,1.4581468560026123,0,0.0,3.9,3851,1,296.94,27,8017.38,0.4862,High,1
2022-01-05 23:00:00,2,1,23,0,1,Clothing,191.17,79.71,317,25,208.78,1.5284756758452533,1,16.9,2.0,36,1,151.45,27,4089.15,0.4737,High,1
2022-01-06 00:00:00,3,1,0,0,1,Clothing,248.17,149.72,409,560,265.42,0.7292816827522092,0,0.0,4.1,26,1,259.75,24,6234.0,0.4236,Medium,0
2022-01-06 01:00:00,3,1,1,0,1,Home,163.75,81.62,322,280,169.43,1.9085282438520559,0,0.0,2.4,2578,1,171.47,26,4458.22,0.524,High,0
2022-01-06 02:00:00,3,1,2,0,1,Sports,79.5,42.96,78,343,73.1,1.6941265256523734,1,30.6,1.6,3109,1,56.51,35,1977.85,0.2398,Medium,1
2022-01-06 03:00:00,3,1,3,0,1,Food,114.76,69.37,48,72,106.58,0.8812939942207243,0,0.0,2.0,2738,1,109.35,22,2405.7,0.3656,Medium,0
2022-01-06 04:00:00,3,1,4,0,1,Electronics,61.7,41.56,229,201,65.85,1.3699919995745797,0,0.0,2.1,4345,1,63.53,30,1905.9,0.3458,Medium,1
2022-01-06 05:00:00,3,1,5,0,1,Home,344.7,223.24,343,326,375.99,1.0646988572917415,0,0.0,2.5,1604,1,346.84,23,7977.32,0.3564,Medium,0
2022-01-06 06:00:00,3,1,6,0,1,Sports,333.76,178.62,370,33,295.32,1.4906029982148674,0,0.0,2.0,2334,1,349.5,26,9087.0,0.4889,High,0
2022-01-06 07:00:00,3,1,7,0,1,Home,475.8,245.67,477,97,431.16,1.990620264803705,1,21.1,1.9,238,1,382.24,27,10320.48,0.3573,Medium,1
2022-01-06 08:00:00,3,1,8,0,1,Sports,367.54,173.45,43,557,387.44,0.5686195957154677,0,0.0,2.6,3850,1,384.3,18,6917.4,0.5487,High,0
2022-01-06 09:00:00,3,1,9,0,1,Sports,35.5,18.17,291,263,34.32,1.928785456945437,0,0.0,4.5,1481,1,34.09,30,1022.7,0.467,High,1
2022-01-06 10:00:00,3,1,10,0,1,Food,443.28,192.08,436,70,451.7,0.6085869982154753,0,0.0,1.3,1931,1,454.62,24,10910.88,0.5775,High,0
2022-01-06 11:00:00,3,1,11,0,1,Sports,432.71,299.15,246,293,447.61,1.191146953761167,0,0.0,2.2,2662,1,449.27,18,8086.86,0.3341,Medium,0
2022-01-06 12:00:00,3,1,12,0,1,Home,227.23,130.02,427,207,246.06,1.2231638008901542,0,0.0,3.2,1783,1,230.32,23,5297.36,0.4355,Medium,0
2022-01-06 13:00:00,3,1,13,0,1,Sports,297.07,130.22,218,172,324.32,0.9030866818997128,0,0.0,4.5,4577,1,298.3,27,8054.1,0.5635,High,1
2022-01-06 14:00:00,3,1,14,0,1,Food,488.28,246.99,21,395,456.07,1.3500489290895297,0,0.0,2.1,15,1,501.71,24,12041.04,0.5077,High,0
2022-01-06 15:00:00,3,1,15,0,1,Food,270.83,152.78,129,256,274.19,1.7509462195079404,0,0.0,2.4,532,1,280.44,25,7011.0,0.4552,High,0
2022-01-06 16:00:00,3,1,16,0,1,Home,453.61,253.96,6,264,402.38,0.9409432718169097,0,0.0,4.2,4651,1,459.2,18,8265.6,0.447,Medium,0
2022-01-06 17:00:00,3,1,17,0,1,Clothing,50.69,20.82,271,264,55.89,0.6056074064782064,1,20.2,2.5,3281,1,41.4,26,1076.4,0.4971,High,0
2022-01-06 18:00:00,3,1,18,0,1,Clothing,103.62,71.01,471,517,114.36,1.4484255509618935,0,0.0,4.4,1637,1,102.58,29,2974.82,0.3078,Medium,1
2022-01-06 19:00:00,3,1,19,0,1,Sports,225.97,109.06,349,10,212.38,1.6276176937223776,0,0.0,2.8,2276,1,222.54,28,6231.12,0.5099,High,1
2022-01-06 20:00:00,3,1,20,0,1,Electronics,296.53,120.05,43,271,266.34,1.931784514694105,0,0.0,3.3,4784,1,287.75,29,8344.75,0.5828,High,1
2022-01-06 21:00:00,3,1,21,0,1,Sports,409.95,173.38,239,312,357.08,0.7392869702650744,0,0.0,3.2,3755,1,415.08,26,10792.08,0.5823,High,0
2022-01-06 22:00:00,3,1,22,0,1,Home,494.25,283.73,365,370,505.37,1.852039798707208,0,0.0,1.5,4327,1,509.96,29,14788.84,0.4436,Medium,1
2022-01-06 23:00:00,3,1,23,0,1,Home,200.54,88.51,64,567,175.96,1.2231852157836687,0,0.0,2.4,4511,1,203.82,24,4891.68,0.5657,High,0
2022-01-07 00:00:00,4,1,0,0,1,Home,33.23,13.71,245,553,35.03,0.8536373555360623,0,0.0,2.0,1193,1,32.87,22,723.14,0.5829,High,0
2022-01-07 01:00:00,4,1,1,0,1,Home,402.57,206.88,474,650,424.08,1.9441227052944041,0,0.0,3.7,768,1,422.18,25,10554.5,0.51,High,0
2022-01-07 02:00:00,4,1,2,0,1,Home,306.15,179.66,72,391,316.62,0.8576439058044845,0,0.0,4.7,48,1,291.03,21,6111.63,0.3827,Medium,0
2022-01-07 03:00:00,4,1,3,0,1,Food,107.29,46.52,70,115,119.41,1.6001662786038977,0,0.0,1.8,4159,1,105.25,20,2105.0,0.558,High,0
2022-01-07 04:00:00,4,1,4,0,1,Clothing,252.47,124.72,196,575,243.25,1.677330167606194,0,0.0,1.4,3328,1,264.29,29,7664.41,0.5281,High,1
2022-01-07 05:00:00,4,1,5,0,1,Home,373.73,196.33,188,344,418.83,1.1457785786358679,1,25.1,3.0,4643,1,276.72,35,9685.2,0.2905,Medium,1
2022-01-07 06:00:00,4,1,6,0,1,Electronics,387.5,173.54,157,410,333.67,1.5349772670904176,0,0.0,2.6,2070,1,392.16,31,12156.96,0.5575,High,1
2022-01-07 07:00:00,4,1,7,0,1,Electronics,254.81,140.61,425,546,225.21,1.3587156125438766,0,0.0,1.1,695,1,248.18,24,5956.32,0.4334,Medium,0
2022-01-07 08:00:00,4,1,8,0,1,Electronics,159.56,67.9,474,378,155.36,0.7880491286496765,1,9.0,4.7,3816,1,147.96,27,3994.92,0.5411,High,1
2022-01-07 09:00:00,4,1,9,0,1,Electronics,487.13,201.65,329,456,500.87,1.6398318231703075,0,0.0,4.8,4679,1,494.37,27,13347.99,0.5921,High,1
2022-01-07 10:00:00,4,1,10,0,1,Food,335.05,186.27,24,423,288.05,1.8920242172546515,0,0.0,4.4,1727,1,338.97,30,10169.1,0.4505,High,1
2022-01-07 11:00:00,4,1,11,0,1,Electronics,210.04,99.64,337,444,214.29,1.2329570820787101,0,0.0,2.1,3694,1,207.44,19,3941.36,0.5197,High,0
2022-01-07 12:00:00,4,1,12,0,1,Home,147.43,63.19,70,197,138.91,1.991465381100137,0,0.0,1.5,4102,1,154.16,23,3545.68,0.5901,High,0
